Дата;Номер духовки;Название программы;Программа;ID события;Печь;Количество духовок
2024-11-01 07:31:13.000;1;Программа 1;1;21;Печь 2;2
2024-11-01 07:31:23.000;1;Программа 5;5;15;Печь 2;2
2024-11-01 07:33:15.000;1;Программа 5;5;1;Печь 2;2
2024-11-01 07:34:48.000;1;Программа 5;5;20;Печь 2;2
2024-11-01 07:35:31.000;1;Программа 5;5;21;Печь 2;2
2024-11-01 07:35:32.000;1;Программа 5;5;16;Печь 2;2
2024-11-01 07:41:51.000;1;Программа 5;5;17;Печь 2;2
2024-11-01 07:41:59.000;1;Программа 5;5;18;Печь 2;2
2024-11-01 07:42:00.000;1;Программа 5;5;15;Печь 2;2
2024-11-01 07:42:02.000;1;Программа 5;5;8;Печь 2;2
2024-11-01 07:42:10.000;1;Программа 5;5;20;Печь 2;2
2024-11-01 07:42:45.000;1;Программа 5;5;21;Печь 2;2
2024-11-01 08:09:15.000;1;Программа 2;2;15;Печь 2;2
2024-11-01 08:13:07.000;1;Программа 2;2;1;Печь 2;2
2024-11-01 08:15:22.000;1;Программа 2;2;1;Печь 2;2
2024-11-01 08:15:25.000;1;Программа 4;4;15;Печь 2;2
2024-11-01 08:15:28.000;1;Программа 4;4;20;Печь 2;2
2024-11-01 08:15:35.000;1;Программа 4;4;21;Печь 2;2
2024-11-01 08:15:43.000;1;Программа 4;4;15;Печь 2;2
2024-11-01 08:15:47.000;1;Программа 4;4;20;Печь 2;2
2024-11-01 08:16:01.000;1;Программа 4;4;1;Печь 2;2
2024-11-01 08:19:13.000;1;Программа 4;4;21;Печь 2;2
2024-11-01 08:19:15.000;1;Программа 4;4;16;Печь 2;2
2024-11-01 08:43:14.000;1;Программа 4;4;17;Печь 2;2
2024-11-01 08:43:21.000;1;Программа 4;4;18;Печь 2;2
2024-11-01 08:43:22.000;1;Программа 4;4;15;Печь 2;2
2024-11-01 08:43:24.000;1;Программа 4;4;8;Печь 2;2
2024-11-01 08:43:26.000;1;Программа 4;4;20;Печь 2;2
2024-11-01 08:48:45.000;1;Программа 4;4;21;Печь 2;2
2024-11-01 10:42:12.000;1;Программа 1;1;15;Печь 2;2
2024-11-01 10:48:18.000;1;Программа 1;1;1;Печь 2;2
2024-11-01 10:49:31.000;1;Программа 1;1;20;Печь 2;2
2024-11-01 10:50:03.000;1;Программа 1;1;21;Печь 2;2
2024-11-01 10:50:04.000;1;Программа 1;1;16;Печь 2;2
2024-11-01 11:03:53.000;1;Программа 1;1;17;Печь 2;2
2024-11-01 11:04:06.000;1;Программа 1;1;18;Печь 2;2
2024-11-01 11:04:06.000;1;Программа 1;1;1;Печь 2;2
2024-11-01 11:04:06.000;1;Программа 1;1;15;Печь 2;2
2024-11-01 11:04:06.000;1;Программа 1;1;1;Печь 2;2
2024-11-01 11:04:09.000;1;Программа 1;1;8;Печь 2;2
2024-11-01 11:04:10.000;1;Программа 1;1;20;Печь 2;2
2024-11-01 11:04:54.000;1;Программа 1;1;21;Печь 2;2
2024-11-01 14:13:02.000;1;Программа 1;1;15;Печь 2;2
2024-11-01 14:19:41.000;1;Программа 1;1;1;Печь 2;2
2024-11-01 14:20:48.000;1;Программа 1;1;20;Печь 2;2
2024-11-01 14:21:33.000;1;Программа 1;1;21;Печь 2;2
2024-11-01 14:21:33.000;1;Программа 1;1;16;Печь 2;2
2024-11-01 14:35:32.000;1;Программа 1;1;17;Печь 2;2
2024-11-01 14:35:37.000;1;Программа 1;1;18;Печь 2;2
2024-11-01 14:35:37.000;1;Программа 1;1;15;Печь 2;2
2024-11-01 14:35:37.000;1;Программа 1;1;1;Печь 2;2
2024-11-01 14:35:41.000;1;Программа 1;1;8;Печь 2;2
2024-11-01 14:35:42.000;1;Программа 1;1;20;Печь 2;2
2024-11-01 14:36:28.000;1;Программа 1;1;21;Печь 2;2
2024-11-01 14:36:37.000;1;Программа 3;3;15;Печь 2;2
2024-11-01 14:37:59.000;1;Программа 3;3;1;Печь 2;2
2024-11-01 14:40:55.000;1;Программа 3;3;8;Печь 2;2
2024-11-01 17:54:11.000;1;Программа 2;2;15;Печь 2;2
2024-11-01 18:02:14.000;1;Программа 2;2;1;Печь 2;2
2024-11-01 18:02:16.000;1;Программа 2;2;20;Печь 2;2
2024-11-01 18:02:18.000;1;Программа 2;2;21;Печь 2;2
2024-11-01 18:02:19.000;1;Программа 2;2;16;Печь 2;2
2024-11-01 18:26:18.000;1;Программа 2;2;17;Печь 2;2
2024-11-01 18:26:27.000;1;Программа 2;2;18;Печь 2;2
2024-11-01 18:26:27.000;1;Программа 2;2;15;Печь 2;2
2024-11-01 18:26:30.000;1;Программа 2;2;8;Печь 2;2
2024-11-01 18:26:31.000;1;Программа 2;2;20;Печь 2;2
2024-11-01 18:26:32.000;1;Программа 2;2;21;Печь 2;2
2024-11-01 18:26:41.000;1;Программа 1;1;15;Печь 2;2
2024-11-01 18:26:41.000;1;Программа 1;1;1;Печь 2;2
2024-11-01 18:26:43.000;1;Программа 1;1;20;Печь 2;2
2024-11-01 18:26:44.000;1;Программа 1;1;21;Печь 2;2
2024-11-01 18:26:46.000;1;Программа 1;1;16;Печь 2;2
2024-11-01 18:38:55.000;1;Программа 1;1;17;Печь 2;2
2024-11-01 18:38:59.000;1;Программа 1;1;18;Печь 2;2
2024-11-01 18:38:59.000;1;Программа 1;1;1;Печь 2;2
2024-11-01 18:38:59.000;1;Программа 1;1;15;Печь 2;2
2024-11-01 18:38:59.000;1;Программа 1;1;1;Печь 2;2
2024-11-01 18:39:03.000;1;Программа 1;1;8;Печь 2;2
2024-11-01 18:39:05.000;1;Программа 1;1;20;Печь 2;2
2024-11-01 18:39:06.000;1;Программа 1;1;21;Печь 2;2
2024-11-02 05:59:49.000;1;Программа 1;1;20;Печь 2;2
2024-11-02 06:01:43.000;1;Программа 1;1;21;Печь 2;2
2024-11-02 06:04:01.000;1;Программа 4;4;15;Печь 2;2
2024-11-02 06:11:43.000;1;Программа 4;4;1;Печь 2;2
2024-11-02 06:11:48.000;1;Программа 4;4;20;Печь 2;2
2024-11-02 06:13:48.000;1;Программа 4;4;21;Печь 2;2
2024-11-02 06:13:50.000;1;Программа 4;4;16;Печь 2;2
2024-11-02 06:38:38.000;1;Программа 4;4;17;Печь 2;2
2024-11-02 06:38:45.000;1;Программа 4;4;18;Печь 2;2
2024-11-02 06:38:45.000;1;Программа 4;4;15;Печь 2;2
2024-11-02 06:38:49.000;1;Программа 4;4;8;Печь 2;2
2024-11-02 06:38:51.000;1;Программа 4;4;20;Печь 2;2
2024-11-02 06:40:01.000;1;Программа 4;4;21;Печь 2;2
2024-11-02 06:45:22.000;1;Программа 4;4;15;Печь 2;2
2024-11-02 06:45:28.000;1;Программа 1;1;15;Печь 2;2
2024-11-02 06:49:35.000;1;Программа 1;1;1;Печь 2;2
2024-11-02 07:02:44.000;1;Программа 1;1;20;Печь 2;2
2024-11-02 07:03:53.000;1;Программа 1;1;21;Печь 2;2
2024-11-02 07:03:54.000;1;Программа 1;1;16;Печь 2;2
2024-11-02 07:18:13.000;1;Программа 1;1;17;Печь 2;2
2024-11-02 07:18:26.000;1;Программа 1;1;18;Печь 2;2
2024-11-02 07:18:26.000;1;Программа 1;1;1;Печь 2;2
2024-11-02 07:18:27.000;1;Программа 1;1;15;Печь 2;2
2024-11-02 07:18:27.000;1;Программа 1;1;1;Печь 2;2
2024-11-02 07:18:33.000;1;Программа 1;1;20;Печь 2;2
2024-11-02 07:19:40.000;1;Программа 1;1;21;Печь 2;2
2024-11-02 07:20:09.000;1;Программа 5;5;15;Печь 2;2
2024-11-02 07:22:16.000;1;Программа 5;5;1;Печь 2;2
2024-11-02 07:29:10.000;1;Программа 5;5;20;Печь 2;2
2024-11-02 07:29:54.000;1;Программа 5;5;21;Печь 2;2
2024-11-02 07:29:56.000;1;Программа 5;5;16;Печь 2;2
2024-11-02 07:36:15.000;1;Программа 5;5;17;Печь 2;2
2024-11-02 07:36:28.000;1;Программа 5;5;18;Печь 2;2
2024-11-02 07:36:29.000;1;Программа 5;5;15;Печь 2;2
2024-11-02 07:36:34.000;1;Программа 5;5;20;Печь 2;2
2024-11-02 07:37:07.000;1;Программа 5;5;21;Печь 2;2
2024-11-02 11:18:37.000;1;Программа 5;5;15;Печь 2;2
2024-11-02 11:27:03.000;1;Программа 5;5;1;Печь 2;2
2024-11-02 11:30:16.000;1;Программа 5;5;20;Печь 2;2
2024-11-02 11:31:06.000;1;Программа 5;5;21;Печь 2;2
2024-11-02 11:31:08.000;1;Программа 5;5;16;Печь 2;2
2024-11-02 11:37:17.000;1;Программа 5;5;17;Печь 2;2
2024-11-02 11:37:31.000;1;Программа 5;5;18;Печь 2;2
2024-11-02 11:37:31.000;1;Программа 5;5;15;Печь 2;2
2024-11-02 11:37:37.000;1;Программа 5;5;20;Печь 2;2
2024-11-02 11:40:08.000;1;Программа 5;5;21;Печь 2;2
2024-11-02 11:51:55.000;1;Программа 4;4;15;Печь 2;2
2024-11-02 11:54:27.000;1;Программа 4;4;1;Печь 2;2
2024-11-02 11:55:55.000;1;Программа 4;4;20;Печь 2;2
2024-11-02 11:56:36.000;1;Программа 4;4;21;Печь 2;2
2024-11-02 11:56:40.000;1;Программа 4;4;16;Печь 2;2
2024-10-31 06:02:08.000;2;Программа 2;2;15;Печь 2;2
2024-10-31 06:13:07.000;2;Программа 2;2;1;Печь 2;2
2024-10-31 06:13:32.000;2;Программа 2;2;20;Печь 2;2
2024-10-31 06:14:13.000;2;Программа 2;2;21;Печь 2;2
2024-10-31 06:14:16.000;2;Программа 2;2;16;Печь 2;2
2024-10-31 06:41:05.000;2;Программа 2;2;17;Печь 2;2
2024-10-31 06:41:10.000;2;Программа 2;2;18;Печь 2;2
2024-10-31 06:41:11.000;2;Программа 2;2;15;Печь 2;2
2024-10-31 06:41:13.000;2;Программа 2;2;8;Печь 2;2
2024-10-31 06:41:15.000;2;Программа 2;2;20;Печь 2;2
2024-10-31 06:50:41.000;2;Программа 2;2;21;Печь 2;2
2024-10-31 07:05:29.000;2;Программа 3;3;15;Печь 2;2
2024-10-31 07:10:57.000;2;Программа 3;3;1;Печь 2;2
2024-10-31 07:15:05.000;2;Программа 3;3;8;Печь 2;2
2024-10-31 07:31:50.000;2;Программа 3;3;15;Печь 2;2
2024-10-31 07:34:25.000;2;Программа 3;3;1;Печь 2;2
2024-10-31 07:39:08.000;2;Программа 3;3;20;Печь 2;2
2024-10-31 07:39:31.000;2;Программа 3;3;21;Печь 2;2
2024-10-31 07:39:32.000;2;Программа 3;3;16;Печь 2;2
2024-10-31 07:42:41.000;2;Программа 3;3;17;Печь 2;2
2024-10-31 07:42:51.000;2;Программа 3;3;18;Печь 2;2
2024-10-31 07:42:51.000;2;Программа 3;3;15;Печь 2;2
2024-10-31 07:42:55.000;2;Программа 3;3;8;Печь 2;2
2024-10-31 07:42:56.000;2;Программа 3;3;20;Печь 2;2
2024-10-31 07:43:26.000;2;Программа 3;3;21;Печь 2;2
2024-10-31 08:23:04.000;2;Программа 2;2;15;Печь 2;2
2024-10-31 08:29:15.000;2;Программа 2;2;1;Печь 2;2
2024-10-31 08:31:02.000;2;Программа 2;2;20;Печь 2;2
2024-10-31 08:31:38.000;2;Программа 2;2;21;Печь 2;2
2024-10-31 08:31:39.000;2;Программа 2;2;16;Печь 2;2
2024-10-31 08:58:28.000;2;Программа 2;2;17;Печь 2;2
2024-10-31 08:58:33.000;2;Программа 2;2;18;Печь 2;2
2024-10-31 08:58:33.000;2;Программа 2;2;15;Печь 2;2
2024-10-31 08:58:36.000;2;Программа 2;2;8;Печь 2;2
2024-10-31 08:58:37.000;2;Программа 2;2;20;Печь 2;2
2024-10-31 08:59:29.000;2;Программа 2;2;21;Печь 2;2
2024-10-31 09:07:19.000;2;Программа 1;1;15;Печь 2;2
2024-10-31 09:09:16.000;2;Программа 1;1;1;Печь 2;2
2024-10-31 09:15:57.000;2;Программа 1;1;1;Печь 2;2
2024-10-31 09:15:59.000;2;Программа 5;5;15;Печь 2;2
2024-10-31 09:18:38.000;2;Программа 5;5;1;Печь 2;2
2024-10-31 09:19:20.000;2;Программа 5;5;20;Печь 2;2
2024-10-31 09:19:42.000;2;Программа 5;5;21;Печь 2;2
2024-10-31 09:19:43.000;2;Программа 5;5;16;Печь 2;2
2024-10-31 09:25:52.000;2;Программа 5;5;17;Печь 2;2
2024-10-31 09:26:04.000;2;Программа 5;5;18;Печь 2;2
2024-10-31 09:26:04.000;2;Программа 5;5;15;Печь 2;2
2024-10-31 09:26:07.000;2;Программа 5;5;8;Печь 2;2
2024-10-31 09:26:08.000;2;Программа 5;5;20;Печь 2;2
2024-10-31 09:27:29.000;2;Программа 5;5;21;Печь 2;2
2024-10-31 09:27:42.000;2;Программа 1;1;15;Печь 2;2
2024-10-31 09:30:00.000;2;Программа 1;1;1;Печь 2;2
2024-10-31 09:34:47.000;2;Программа 1;1;20;Печь 2;2
2024-10-31 09:35:14.000;2;Программа 1;1;21;Печь 2;2
2024-10-31 09:35:15.000;2;Программа 1;1;16;Печь 2;2
2024-10-31 09:48:54.000;2;Программа 1;1;17;Печь 2;2
2024-10-31 09:49:01.000;2;Программа 1;1;18;Печь 2;2
2024-10-31 09:49:01.000;2;Программа 1;1;1;Печь 2;2
2024-10-31 09:49:01.000;2;Программа 1;1;15;Печь 2;2
2024-10-31 09:49:01.000;2;Программа 1;1;1;Печь 2;2
2024-10-31 09:49:05.000;2;Программа 1;1;8;Печь 2;2
2024-10-31 09:49:06.000;2;Программа 1;1;20;Печь 2;2
2024-10-31 09:51:11.000;2;Программа 1;1;21;Печь 2;2
2024-10-31 10:29:46.000;2;Программа 5;5;15;Печь 2;2
2024-10-31 10:36:20.000;2;Программа 5;5;1;Печь 2;2
2024-10-31 10:37:36.000;2;Программа 5;5;20;Печь 2;2
2024-10-31 10:37:56.000;2;Программа 5;5;21;Печь 2;2
2024-10-31 10:37:57.000;2;Программа 5;5;16;Печь 2;2
2024-10-31 10:44:16.000;2;Программа 5;5;17;Печь 2;2
2024-10-31 10:44:24.000;2;Программа 5;5;18;Печь 2;2
2024-10-31 10:44:25.000;2;Программа 5;5;15;Печь 2;2
2024-10-31 10:44:27.000;2;Программа 5;5;8;Печь 2;2
2024-10-31 10:44:29.000;2;Программа 5;5;20;Печь 2;2
2024-10-31 10:45:14.000;2;Программа 5;5;21;Печь 2;2
2024-10-31 10:45:23.000;2;Программа 4;4;15;Печь 2;2
2024-10-31 10:46:56.000;2;Программа 4;4;1;Печь 2;2
2024-10-31 10:50:07.000;2;Программа 4;4;20;Печь 2;2
2024-10-31 10:50:35.000;2;Программа 4;4;21;Печь 2;2
2024-10-31 10:50:36.000;2;Программа 4;4;16;Печь 2;2
2024-10-31 11:15:35.000;2;Программа 4;4;17;Печь 2;2
2024-10-31 11:15:46.000;2;Программа 4;4;18;Печь 2;2
2024-10-31 11:15:46.000;2;Программа 4;4;15;Печь 2;2
2024-10-31 11:15:49.000;2;Программа 4;4;8;Печь 2;2
2024-10-31 11:15:50.000;2;Программа 4;4;20;Печь 2;2
2024-10-31 11:17:17.000;2;Программа 4;4;21;Печь 2;2
2024-10-31 11:21:36.000;2;Программа 4;4;15;Печь 2;2
2024-10-31 11:24:06.000;2;Программа 4;4;1;Печь 2;2
2024-10-31 11:25:18.000;2;Программа 4;4;20;Печь 2;2
2024-10-31 11:25:26.000;2;Программа 4;4;21;Печь 2;2
2024-10-31 11:25:27.000;2;Программа 4;4;16;Печь 2;2
2024-10-31 11:32:27.000;2;Программа 4;4;20;Печь 2;2
2024-10-31 11:33:02.000;2;Программа 4;4;21;Печь 2;2
2024-10-31 11:45:05.000;2;Программа 4;4;20;Печь 2;2
2024-10-31 11:45:23.000;2;Программа 4;4;21;Печь 2;2
2024-10-31 11:49:39.000;2;Программа 4;4;17;Печь 2;2
2024-10-31 11:49:56.000;2;Программа 4;4;18;Печь 2;2
2024-10-31 11:49:56.000;2;Программа 4;4;1;Печь 2;2
2024-10-31 11:49:56.000;2;Программа 4;4;15;Печь 2;2
2024-10-31 11:49:56.000;2;Программа 4;4;1;Печь 2;2
2024-10-31 11:50:02.000;2;Программа 4;4;20;Печь 2;2
2024-10-31 11:50:13.000;2;Программа 4;4;21;Печь 2;2
2024-10-31 11:50:20.000;2;Программа 4;4;15;Печь 2;2
2024-10-31 11:51:48.000;2;Программа 4;4;1;Печь 2;2
2024-10-31 11:55:30.000;2;Программа 4;4;20;Печь 2;2
2024-10-31 11:56:38.000;2;Программа 4;4;21;Печь 2;2
2024-10-31 11:56:39.000;2;Программа 4;4;16;Печь 2;2
2024-10-31 12:20:18.000;2;Программа 4;4;17;Печь 2;2
2024-10-31 12:20:26.000;2;Программа 4;4;18;Печь 2;2
2024-10-31 12:20:26.000;2;Программа 4;4;15;Печь 2;2
2024-10-31 12:20:29.000;2;Программа 4;4;8;Печь 2;2
2024-10-31 12:20:30.000;2;Программа 4;4;20;Печь 2;2
2024-10-31 12:21:35.000;2;Программа 4;4;21;Печь 2;2
2024-10-31 12:21:45.000;2;Программа 2;2;15;Печь 2;2
2024-10-31 12:25:09.000;2;Программа 2;2;1;Печь 2;2
2024-10-31 12:28:15.000;2;Программа 2;2;20;Печь 2;2
2024-10-31 12:28:35.000;2;Программа 2;2;21;Печь 2;2
2024-10-31 12:28:36.000;2;Программа 2;2;16;Печь 2;2
2024-10-31 12:54:45.000;2;Программа 2;2;17;Печь 2;2
2024-10-31 12:54:56.000;2;Программа 2;2;18;Печь 2;2
2024-10-31 12:54:56.000;2;Программа 2;2;15;Печь 2;2
2024-10-31 12:54:59.000;2;Программа 2;2;8;Печь 2;2
2024-10-31 12:55:00.000;2;Программа 2;2;20;Печь 2;2
2024-10-31 12:55:56.000;2;Программа 2;2;21;Печь 2;2
2024-10-31 13:49:08.000;2;Программа 5;5;15;Печь 2;2
2024-10-31 13:55:57.000;2;Программа 5;5;1;Печь 2;2
2024-10-31 13:56:09.000;2;Программа 5;5;20;Печь 2;2
2024-10-31 13:56:25.000;2;Программа 5;5;21;Печь 2;2
2024-10-31 13:56:27.000;2;Программа 5;5;16;Печь 2;2
2024-10-31 14:02:26.000;2;Программа 5;5;17;Печь 2;2
2024-10-31 14:02:35.000;2;Программа 5;5;18;Печь 2;2
2024-10-31 14:02:35.000;2;Программа 5;5;15;Печь 2;2
2024-10-31 14:02:38.000;2;Программа 5;5;8;Печь 2;2
2024-10-31 14:02:39.000;2;Программа 5;5;20;Печь 2;2
2024-10-31 14:03:07.000;2;Программа 5;5;21;Печь 2;2
2024-10-31 14:34:01.000;2;Программа 5;5;15;Печь 2;2
2024-10-31 14:40:17.000;2;Программа 5;5;1;Печь 2;2
2024-10-31 14:42:49.000;2;Программа 5;5;20;Печь 2;2
2024-10-31 14:43:01.000;2;Программа 5;5;21;Печь 2;2
2024-10-31 14:43:02.000;2;Программа 5;5;16;Печь 2;2
2024-10-31 14:48:41.000;2;Программа 5;5;17;Печь 2;2
2024-10-31 14:48:45.000;2;Программа 5;5;18;Печь 2;2
2024-10-31 14:48:45.000;2;Программа 5;5;15;Печь 2;2
2024-10-31 14:48:49.000;2;Программа 5;5;8;Печь 2;2
2024-10-31 14:48:50.000;2;Программа 5;5;20;Печь 2;2
2024-10-31 14:49:04.000;2;Программа 5;5;21;Печь 2;2
2024-10-31 14:49:13.000;2;Программа 4;4;15;Печь 2;2
2024-10-31 14:50:03.000;2;Программа 4;4;1;Печь 2;2
2024-10-31 14:50:17.000;2;Программа 4;4;20;Печь 2;2
2024-10-31 14:50:42.000;2;Программа 4;4;21;Печь 2;2
2024-10-31 14:50:43.000;2;Программа 4;4;16;Печь 2;2
2024-10-31 15:15:11.000;2;Программа 4;4;17;Печь 2;2
2024-10-31 15:15:22.000;2;Программа 4;4;18;Печь 2;2
2024-10-31 15:15:22.000;2;Программа 4;4;15;Печь 2;2
2024-10-31 15:15:24.000;2;Программа 4;4;8;Печь 2;2
2024-10-31 15:15:25.000;2;Программа 4;4;20;Печь 2;2
2024-10-31 15:16:07.000;2;Программа 4;4;21;Печь 2;2
2024-10-31 15:16:16.000;2;Программа 2;2;15;Печь 2;2
2024-10-31 15:19:25.000;2;Программа 2;2;1;Печь 2;2
2024-10-31 15:19:30.000;2;Программа 2;2;20;Печь 2;2
2024-10-31 15:19:51.000;2;Программа 2;2;21;Печь 2;2
2024-10-31 15:19:53.000;2;Программа 2;2;16;Печь 2;2
2024-10-31 15:45:52.000;2;Программа 2;2;17;Печь 2;2
2024-10-31 15:46:04.000;2;Программа 2;2;18;Печь 2;2
2024-10-31 15:46:04.000;2;Программа 2;2;15;Печь 2;2
2024-10-31 15:46:07.000;2;Программа 2;2;8;Печь 2;2
2024-10-31 15:46:08.000;2;Программа 2;2;20;Печь 2;2
2024-10-31 15:46:35.000;2;Программа 2;2;21;Печь 2;2
2024-10-31 15:46:44.000;2;Программа 5;5;15;Печь 2;2
2024-10-31 15:49:12.000;2;Программа 5;5;1;Печь 2;2
2024-10-31 15:49:15.000;2;Программа 5;5;20;Печь 2;2
2024-10-31 15:49:23.000;2;Программа 5;5;21;Печь 2;2
2024-10-31 15:49:24.000;2;Программа 5;5;16;Печь 2;2
2024-10-31 15:54:33.000;2;Программа 5;5;17;Печь 2;2
2024-10-31 15:54:36.000;2;Программа 5;5;18;Печь 2;2
2024-10-31 15:54:36.000;2;Программа 5;5;15;Печь 2;2
2024-10-31 15:54:39.000;2;Программа 5;5;8;Печь 2;2
2024-10-31 15:54:40.000;2;Программа 5;5;20;Печь 2;2
2024-10-31 15:54:54.000;2;Программа 5;5;21;Печь 2;2
2024-10-31 15:55:04.000;2;Программа 1;1;15;Печь 2;2
2024-10-31 15:56:44.000;2;Программа 1;1;1;Печь 2;2
2024-10-31 15:56:45.000;2;Программа 1;1;20;Печь 2;2
2024-10-31 15:57:01.000;2;Программа 1;1;21;Печь 2;2
2024-10-31 15:57:02.000;2;Программа 1;1;16;Печь 2;2
2024-10-31 16:10:31.000;2;Программа 1;1;17;Печь 2;2
2024-10-31 16:10:49.000;2;Программа 1;1;18;Печь 2;2
2024-10-31 16:10:49.000;2;Программа 1;1;1;Печь 2;2
2024-10-31 16:10:49.000;2;Программа 1;1;15;Печь 2;2
2024-10-31 16:10:50.000;2;Программа 1;1;1;Печь 2;2
2024-10-31 16:10:53.000;2;Программа 1;1;8;Печь 2;2
2024-10-31 16:10:57.000;2;Программа 1;1;20;Печь 2;2
2024-10-31 16:11:19.000;2;Программа 1;1;21;Печь 2;2
2024-10-31 17:52:02.000;2;Программа 4;4;15;Печь 2;2
2024-10-31 17:58:32.000;2;Программа 4;4;1;Печь 2;2
2024-10-31 18:00:06.000;2;Программа 4;4;1;Печь 2;2
2024-10-31 18:00:14.000;2;Программа 4;4;20;Печь 2;2
2024-10-31 18:00:15.000;2;Программа 4;4;21;Печь 2;2
2024-10-31 18:00:17.000;2;Программа 4;4;16;Печь 2;2
2024-10-31 18:22:56.000;2;Программа 4;4;17;Печь 2;2
2024-10-31 18:23:04.000;2;Программа 4;4;18;Печь 2;2
2024-10-31 18:23:04.000;2;Программа 4;4;1;Печь 2;2
2024-10-31 18:23:04.000;2;Программа 4;4;15;Печь 2;2
2024-10-31 18:23:05.000;2;Программа 4;4;1;Печь 2;2
2024-10-31 18:23:08.000;2;Программа 4;4;8;Печь 2;2
2024-10-31 18:23:09.000;2;Программа 4;4;20;Печь 2;2
2024-10-31 18:23:09.000;2;Программа 4;4;21;Печь 2;2
2024-10-31 18:23:16.000;2;Программа 4;4;1;Печь 2;2
2024-10-31 18:23:18.000;2;Программа 5;5;15;Печь 2;2
2024-10-31 18:26:24.000;2;Программа 5;5;1;Печь 2;2
2024-10-31 18:26:34.000;2;Программа 5;5;20;Печь 2;2
2024-10-31 18:26:35.000;2;Программа 5;5;21;Печь 2;2
2024-10-31 18:26:36.000;2;Программа 5;5;16;Печь 2;2
2024-10-31 18:31:25.000;2;Программа 5;5;17;Печь 2;2
2024-10-31 18:31:32.000;2;Программа 5;5;18;Печь 2;2
2024-10-31 18:31:32.000;2;Программа 5;5;15;Печь 2;2
2024-10-31 18:31:36.000;2;Программа 5;5;8;Печь 2;2
2024-10-31 18:31:37.000;2;Программа 5;5;20;Печь 2;2
2024-10-31 18:31:38.000;2;Программа 5;5;21;Печь 2;2
2024-10-31 18:31:46.000;2;Программа 3;3;15;Печь 2;2
2024-10-31 18:33:58.000;2;Программа 3;3;1;Печь 2;2
2024-10-31 18:34:25.000;2;Программа 3;3;20;Печь 2;2
2024-10-31 18:34:26.000;2;Программа 3;3;21;Печь 2;2
2024-10-31 18:34:27.000;2;Программа 3;3;16;Печь 2;2
2024-10-31 18:37:06.000;2;Программа 3;3;17;Печь 2;2
2024-10-31 18:37:11.000;2;Программа 3;3;18;Печь 2;2
2024-10-31 18:37:11.000;2;Программа 3;3;15;Печь 2;2
2024-10-31 18:37:14.000;2;Программа 3;3;8;Печь 2;2
2024-10-31 18:37:16.000;2;Программа 3;3;20;Печь 2;2
2024-10-31 18:37:17.000;2;Программа 3;3;21;Печь 2;2
2024-10-31 21:56:36.000;2;Программа 3;3;20;Печь 2;2
2024-10-31 21:56:41.000;2;Программа 3;3;21;Печь 2;2
2024-10-31 22:50:45.000;2;Программа 3;3;8;Печь 2;2
2024-10-31 23:13:54.000;2;Программа 3;3;20;Печь 2;2
2024-10-31 23:14:24.000;2;Программа 3;3;21;Печь 2;2
2024-10-31 23:14:25.000;2;Программа 3;3;20;Печь 2;2
2024-10-31 23:15:32.000;2;Программа 3;3;8;Печь 2;2
2024-11-01 02:35:40.000;2;Программа 3;3;21;Печь 2;2
2024-11-01 02:43:28.000;2;Программа 3;3;20;Печь 2;2
2024-11-01 02:52:51.000;2;Программа 3;3;21;Печь 2;2
2024-11-01 03:47:35.000;2;Программа 3;3;8;Печь 2;2
2024-11-01 04:44:26.000;2;Программа 3;3;20;Печь 2;2
2024-11-01 04:44:28.000;2;Программа 3;3;8;Печь 2;2
2024-11-01 05:15:14.000;2;Программа 3;3;21;Печь 2;2
2024-11-01 05:41:26.000;2;Программа 3;3;20;Печь 2;2
2024-11-01 05:43:09.000;2;Программа 3;3;21;Печь 2;2
2024-11-01 06:03:34.000;2;Программа 2;2;15;Печь 2;2
2024-11-01 06:13:36.000;2;Программа 2;2;1;Печь 2;2
2024-11-01 06:14:26.000;2;Программа 2;2;20;Печь 2;2
2024-11-01 06:15:06.000;2;Программа 2;2;21;Печь 2;2
2024-11-01 06:15:08.000;2;Программа 2;2;16;Печь 2;2
2024-11-01 06:41:57.000;2;Программа 2;2;17;Печь 2;2
2024-11-01 06:42:05.000;2;Программа 2;2;18;Печь 2;2
2024-11-01 06:42:06.000;2;Программа 2;2;15;Печь 2;2
2024-11-01 06:42:09.000;2;Программа 2;2;8;Печь 2;2
2024-11-01 06:42:10.000;2;Программа 2;2;20;Печь 2;2
2024-11-01 06:44:49.000;2;Программа 2;2;21;Печь 2;2
2024-11-01 07:01:53.000;2;Программа 3;3;15;Печь 2;2
2024-11-01 07:05:20.000;2;Программа 3;3;1;Печь 2;2
2024-11-01 07:13:21.000;2;Программа 3;3;8;Печь 2;2
2024-11-01 07:30:16.000;2;Программа 3;3;15;Печь 2;2
2024-11-01 07:32:45.000;2;Программа 3;3;1;Печь 2;2
2024-11-01 07:35:32.000;2;Программа 3;3;20;Печь 2;2
2024-11-01 07:35:58.000;2;Программа 3;3;21;Печь 2;2
2024-11-01 07:35:59.000;2;Программа 3;3;16;Печь 2;2
2024-11-01 07:39:18.000;2;Программа 3;3;17;Печь 2;2
2024-11-01 07:39:30.000;2;Программа 3;3;18;Печь 2;2
2024-11-01 07:39:30.000;2;Программа 3;3;15;Печь 2;2
2024-11-01 07:39:34.000;2;Программа 3;3;8;Печь 2;2
